# Real time calculation: 
# Ac_ext: External vector potential field
# E_ext: External electric field
# Ac_tot: Total vector potential field
# E_tot: Total electric field
# Jm: Matter current density (electrons)
# 1:Time[fs] 2:Ac_ext_x[fs*V/Angstrom] 3:Ac_ext_y[fs*V/Angstrom] 4:Ac_ext_z[fs*V/Angstrom] 5:E_ext_x[V/Angstrom] 6:E_ext_y[V/Angstrom] 7:E_ext_z[V/Angstrom] 8:Ac_tot_x[fs*V/Angstrom] 9:Ac_tot_y[fs*V/Angstrom] 10:Ac_tot_z[fs*V/Angstrom] 11:E_tot_x[V/Angstrom] 12:E_tot_y[V/Angstrom] 13:E_tot_z[V/Angstrom]  14:Jm_x[1/fs*Angstrom^2] 15:Jm_y[1/fs*Angstrom^2] 16:Jm_z[1/fs*Angstrom^2] 
      0.00200000  0.780500017464097E-009  0.000000000000000E+000  0.000000000000000E+000 -0.390250022628720E-006  0.000000000000000E+000  0.000000000000000E+000  0.780500017464097E-009  0.000000000000000E+000  0.000000000000000E+000 -0.390250022628720E-006  0.000000000000000E+000  0.000000000000000E+000   0.264793394670818E-008 -0.196352770038328E-010  0.850069423145554E-011 
      0.00400000  0.308269510780843E-008  0.000000000000000E+000  0.000000000000000E+000 -0.115109758616236E-005  0.000000000000000E+000  0.000000000000000E+000  0.308269510780843E-008  0.000000000000000E+000  0.000000000000000E+000 -0.115109758616236E-005  0.000000000000000E+000  0.000000000000000E+000   0.104250713811162E-007 -0.369823899224022E-010 -0.825901048170775E-011 
      0.00600000  0.684762679474952E-008  0.000000000000000E+000  0.000000000000000E+000 -0.188246591050452E-005  0.000000000000000E+000  0.000000000000000E+000  0.684762679474952E-008  0.000000000000000E+000  0.000000000000000E+000 -0.188246591050452E-005  0.000000000000000E+000  0.000000000000000E+000   0.229727665497173E-007 -0.144060257200947E-010 -0.298586292643297E-010 
      0.00800000  0.120163352670296E-007  0.000000000000000E+000  0.000000000000000E+000 -0.258435432816801E-005  0.000000000000000E+000  0.000000000000000E+000  0.120163352670296E-007  0.000000000000000E+000  0.000000000000000E+000 -0.258435432816801E-005  0.000000000000000E+000  0.000000000000000E+000   0.400480872786531E-007  0.283589623919703E-010 -0.314959729449204E-010 
      0.01000000  0.185298594317828E-007  0.000000000000000E+000  0.000000000000000E+000 -0.325676219834881E-005  0.000000000000000E+000  0.000000000000000E+000  0.185298594317828E-007  0.000000000000000E+000  0.000000000000000E+000 -0.325676219834881E-005  0.000000000000000E+000  0.000000000000000E+000   0.614145303838383E-007  0.529399256275128E-010 -0.105807982434744E-010 
      0.01200000  0.263292369678408E-007  0.000000000000000E+000  0.000000000000000E+000 -0.389968890689561E-005  0.000000000000000E+000  0.000000000000000E+000  0.263292369678408E-007  0.000000000000000E+000  0.000000000000000E+000 -0.389968890689561E-005  0.000000000000000E+000  0.000000000000000E+000   0.868319908183414E-007  0.425129318754217E-010  0.108029968151618E-010 
      0.01400000  0.353555043790596E-007  0.000000000000000E+000  0.000000000000000E+000 -0.451313386632058E-005  0.000000000000000E+000  0.000000000000000E+000  0.353555043790596E-007  0.000000000000000E+000  0.000000000000000E+000 -0.451313386632058E-005  0.000000000000000E+000  0.000000000000000E+000   0.116052777264006E-006  0.156581871585679E-010  0.115031620275611E-010 
      0.01600000  0.455496970476788E-007  0.000000000000000E+000  0.000000000000000E+000 -0.509709651581549E-005  0.000000000000000E+000  0.000000000000000E+000  0.455496970476788E-007  0.000000000000000E+000  0.000000000000000E+000 -0.509709651581549E-005  0.000000000000000E+000  0.000000000000000E+000   0.148828918117033E-006  0.379570740355921E-011 -0.554641199888232E-011 
      0.01800000  0.568528492876771E-007  0.000000000000000E+000  0.000000000000000E+000 -0.565157632124985E-005  0.000000000000000E+000  0.000000000000000E+000  0.568528492876771E-007  0.000000000000000E+000  0.000000000000000E+000 -0.565157632124985E-005  0.000000000000000E+000  0.000000000000000E+000   0.184920484680198E-006  0.188166416017592E-010 -0.183123327875456E-010 
      0.02000000  0.692059943980303E-007  0.000000000000000E+000  0.000000000000000E+000 -0.617657277512229E-005  0.000000000000000E+000  0.000000000000000E+000  0.692059943980303E-007  0.000000000000000E+000  0.000000000000000E+000 -0.617657277512229E-005  0.000000000000000E+000  0.000000000000000E+000   0.224095252771329E-006  0.439320200540126E-010 -0.100682608837998E-010 
