# Real time calculation: 
# Ac_ext: External vector potential field
# E_ext: External electric field
# Ac_tot: Total vector potential field
# E_tot: Total electric field
# Jm: Matter current density (electrons)
# 1:Time[fs] 2:Ac_ext_x[fs*V/Angstrom] 3:Ac_ext_y[fs*V/Angstrom] 4:Ac_ext_z[fs*V/Angstrom] 5:E_ext_x[V/Angstrom] 6:E_ext_y[V/Angstrom] 7:E_ext_z[V/Angstrom] 8:Ac_tot_x[fs*V/Angstrom] 9:Ac_tot_y[fs*V/Angstrom] 10:Ac_tot_z[fs*V/Angstrom] 11:E_tot_x[V/Angstrom] 12:E_tot_y[V/Angstrom] 13:E_tot_z[V/Angstrom]  14:Jm_x[1/fs*Angstrom^2] 15:Jm_y[1/fs*Angstrom^2] 16:Jm_z[1/fs*Angstrom^2] 
      0.00200000 -0.227529934184828E-009  0.000000000000000E+000  0.000000000000000E+000  0.113764971143546E-006  0.000000000000000E+000  0.000000000000000E+000 -0.227529934184828E-009  0.000000000000000E+000  0.000000000000000E+000  0.113764971143546E-006  0.000000000000000E+000  0.000000000000000E+000   0.176378560454687E-005  0.314559350582379E-005 -0.896916522064490E-005 
      0.00400000 -0.931820624805306E-009  0.000000000000000E+000  0.000000000000000E+000  0.352145357850016E-006  0.000000000000000E+000  0.000000000000000E+000 -0.931820624805306E-009  0.000000000000000E+000  0.000000000000000E+000  0.352145357850016E-006  0.000000000000000E+000  0.000000000000000E+000   0.175836726447199E-005  0.314353411287880E-005 -0.898292376814929E-005 
      0.00600000 -0.214542242564235E-008  0.000000000000000E+000  0.000000000000000E+000  0.606800922026497E-006  0.000000000000000E+000  0.000000000000000E+000 -0.214542242564235E-008  0.000000000000000E+000  0.000000000000000E+000  0.606800922026497E-006  0.000000000000000E+000  0.000000000000000E+000   0.175129568044573E-005  0.314152950612061E-005 -0.899655705498886E-005 
      0.00800000 -0.390088431530366E-008  0.000000000000000E+000  0.000000000000000E+000  0.877730976086359E-006  0.000000000000000E+000  0.000000000000000E+000 -0.390088431530366E-008  0.000000000000000E+000  0.000000000000000E+000  0.877730976086359E-006  0.000000000000000E+000  0.000000000000000E+000   0.174248535858626E-005  0.313962885842126E-005 -0.901001715673289E-005 
      0.01000000 -0.623075380877634E-008  0.000000000000000E+000  0.000000000000000E+000  0.116493478821927E-005  0.000000000000000E+000  0.000000000000000E+000 -0.623075380877634E-008  0.000000000000000E+000  0.000000000000000E+000  0.116493478821927E-005  0.000000000000000E+000  0.000000000000000E+000   0.173185020982098E-005  0.313788685804037E-005 -0.902326099842985E-005 
      0.01200000 -0.916757686899777E-008  0.000000000000000E+000  0.000000000000000E+000  0.146841158240035E-005  0.000000000000000E+000  0.000000000000000E+000 -0.916757686899777E-008  0.000000000000000E+000  0.000000000000000E+000  0.146841158240035E-005  0.000000000000000E+000  0.000000000000000E+000   0.171929656123679E-005  0.313634366951139E-005 -0.903623777595971E-005 
      0.01400000 -0.127438978184132E-007  0.000000000000000E+000  0.000000000000000E+000  0.178816053838353E-005  0.000000000000000E+000  0.000000000000000E+000 -0.127438978184132E-007  0.000000000000000E+000  0.000000000000000E+000  0.178816053838353E-005  0.000000000000000E+000  0.000000000000000E+000   0.170472043071425E-005  0.313501152555717E-005 -0.904888579532315E-005 
      0.01600000 -0.169922592505606E-007  0.000000000000000E+000  0.000000000000000E+000  0.212418079171506E-005  0.000000000000000E+000  0.000000000000000E+000 -0.169922592505606E-007  0.000000000000000E+000  0.000000000000000E+000  0.212418079171506E-005  0.000000000000000E+000  0.000000000000000E+000   0.168801462011075E-005  0.313388284693123E-005 -0.906113739556761E-005 
      0.01800000 -0.219452019416333E-007  0.000000000000000E+000  0.000000000000000E+000  0.247647143372266E-005  0.000000000000000E+000  0.000000000000000E+000 -0.219452019416333E-007  0.000000000000000E+000  0.000000000000000E+000  0.247647143372266E-005  0.000000000000000E+000  0.000000000000000E+000   0.166908160938901E-005  0.313295378921445E-005 -0.907292426170153E-005 
      0.02000000 -0.276352647620660E-007  0.000000000000000E+000  0.000000000000000E+000  0.284503151152694E-005  0.000000000000000E+000  0.000000000000000E+000 -0.276352647620660E-007  0.000000000000000E+000  0.000000000000000E+000  0.284503151152694E-005  0.000000000000000E+000  0.000000000000000E+000   0.164784151306686E-005  0.313224149626568E-005 -0.908417624427060E-005 
      0.02200000 -0.340949845881210E-007  0.000000000000000E+000  0.000000000000000E+000  0.322986002804174E-005  0.000000000000000E+000  0.000000000000000E+000 -0.340949845881210E-007  0.000000000000000E+000  0.000000000000000E+000  0.322986002804174E-005  0.000000000000000E+000  0.000000000000000E+000   0.162422985183874E-005  0.313178183590225E-005 -0.909481690946860E-005 
      0.02400000 -0.413568962134646E-007  0.000000000000000E+000  0.000000000000000E+000  0.363095594196890E-005  0.000000000000000E+000  0.000000000000000E+000 -0.413568962134646E-007  0.000000000000000E+000  0.000000000000000E+000  0.363095594196890E-005  0.000000000000000E+000  0.000000000000000E+000   0.159818879309042E-005  0.313161252347920E-005 -0.910476417485975E-005 
      0.02600000 -0.494535322607920E-007  0.000000000000000E+000  0.000000000000000E+000  0.404831816782293E-005  0.000000000000000E+000  0.000000000000000E+000 -0.494535322607920E-007  0.000000000000000E+000  0.000000000000000E+000  0.404831816782293E-005  0.000000000000000E+000  0.000000000000000E+000   0.156965897190328E-005  0.313175478320196E-005 -0.911393985716950E-005 
      0.02800000 -0.584174230933872E-007  0.000000000000000E+000  0.000000000000000E+000  0.448194557589818E-005  0.000000000000000E+000  0.000000000000000E+000 -0.584174230933872E-007  0.000000000000000E+000  0.000000000000000E+000  0.448194557589818E-005  0.000000000000000E+000  0.000000000000000E+000   0.153857582705601E-005  0.313220289206415E-005 -0.912228314086785E-005 
      0.03000000 -0.682810967267613E-007  0.000000000000000E+000  0.000000000000000E+000  0.493183699230809E-005  0.000000000000000E+000  0.000000000000000E+000 -0.682810967267613E-007  0.000000000000000E+000  0.000000000000000E+000  0.493183699230809E-005  0.000000000000000E+000  0.000000000000000E+000   0.150486993265128E-005  0.313292450276309E-005 -0.912975971779892E-005 
